;Unnamed: 0;tanggal_tweet;pengguna;isi_tweet;sentimen;step01;tokens;final_tokens;step02;ProcessedText
33;33;2022-10-30 14:23:28+00:00;jpsatrio;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
34;34;2022-10-30 14:23:24+00:00;fidamira;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
35;35;2022-10-30 14:23:19+00:00;satoshi_j4v;"@detikcom jenius, biar menggaet kaum2 milenial-genZ...
sekalian kang:
1. 1 bulan gratis 1 seblak
2. naturalisasi ar… https://t.co/vOqRHSG15G";0;user jenius biar menggaet kaum2 milenial genz sekalian kang number number bulan gratis number seblak number naturalisasi ar covoqrhsg15g;['user', 'jenius', 'biar', 'menggaet', 'kaum2', 'milenial', 'genz', 'sekalian', 'kang', 'number', 'number', 'bulan', 'gratis', 'number', 'seblak', 'number', 'naturalisasi', 'ar', 'covoqrhsg15g'];['user', 'jenius', 'biar', 'menggaet', 'kaum2', 'milenial', 'genz', 'sekalian', 'kang', 'number', 'number', 'bulan', 'gratis', 'number', 'seblak', 'number', 'naturalisasi', 'ar', 'covoqrhsg15g'];user jenius biar menggaet kaum2 milenial genz sekalian kang number number bulan gratis number seblak number naturalisasi ar covoqrhsg15g;user jenius biar gaet kaum2 milenial genz sekali kang number number bulan gratis number seblak number naturalisasi ar covoqrhsg15g
36;36;2022-10-30 14:23:18+00:00;SyahdanLobe;"@detikcom Teman teman jika melihat berita tentang gerombolan ini jangan dibaca dan komen. ABAIKAN.

Biar Twitt ini sebagai pengingat.";0;user teman teman jika melihat berita tentang gerombolan ini jangan dibaca dan komen abaikan biar twitt ini sebagai pengingat;['user', 'teman', 'teman', 'jika', 'melihat', 'berita', 'tentang', 'gerombolan', 'ini', 'jangan', 'dibaca', 'dan', 'komen', 'abaikan', 'biar', 'twitt', 'ini', 'sebagai', 'pengingat'];['user', 'teman', 'teman', 'jika', 'melihat', 'berita', 'tentang', 'gerombolan', 'ini', 'jangan', 'dibaca', 'dan', 'komen', 'abaikan', 'biar', 'twitt', 'ini', 'sebagai', 'pengingat'];user teman teman jika melihat berita tentang gerombolan ini jangan dibaca dan komen abaikan biar twitt ini sebagai pengingat;user teman teman lihat berita gerombol jangan baca komen abai biar twitt bagai ingat
37;37;2022-10-30 14:23:14+00:00;azluail;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
38;38;2022-10-30 14:23:01+00:00;sandrafirdausia;RT @AgusMagelangan: Ga tau aja tingkah orang-orang metropolitan yang mau bayar 300 ribu buat naik kebo dan nanam bibit padi dan bayar 250 r…;0;rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;rt user ga tau aja tingkah orang orang metropolitan mau bayar number ribu buat naik kebo nanam bibit padi bayar number
39;39;2022-10-30 14:23:01+00:00;gilangjalu;@ilympn @detikcom walah, mesakake tenan, bansos BBM dinggo alasan cost cutting 😂;-1;user user walah mesakake tenan bansos bbm dinggo alasan cost cutting;['user', 'user', 'walah', 'mesakake', 'tenan', 'bansos', 'bbm', 'dinggo', 'alasan', 'cost', 'cutting'];['user', 'user', 'walah', 'mesakake', 'tenan', 'bansos', 'bbm', 'dinggo', 'alasan', 'cost', 'cutting'];user user walah mesakake tenan bansos bbm dinggo alasan cost cutting;user user walah mesakake tenan bansos bbm dinggo alas cost cutting
40;40;2022-10-30 14:22:43+00:00;Bamdros_;"@detikcom BAGUS Bro 👏 

Beli Pizza Sampe 10jt Nyari INDOSAT Buat Warga Binaan Dan Netijen 🤣 ...GOBLOK";0;user bagus bro beli pizza sampe 1 0 jt nyari indosat buat warga binaan dan netijen goblok;['user', 'bagus', 'bro', 'beli', 'pizza', 'sampe', '1', '0', 'jt', 'nyari', 'indosat', 'buat', 'warga', 'binaan', 'dan', 'netijen', 'goblok'];['user', 'bagus', 'bro', 'beli', 'pizza', 'sampe', '1', '0', 'jt', 'nyari', 'indosat', 'buat', 'warga', 'binaan', 'dan', 'netijen', 'goblok'];user bagus bro beli pizza sampe 1 0 jt nyari indosat buat warga binaan dan netijen goblok;user bagus bro beli pizza sampe 1 0 jt nyari indosat buat warga bina netijen goblok
41;41;2022-10-30 14:22:33+00:00;Anonimqone;@lovaynne @detikcom @detik_jatim Iya kak salam kenal yaa, kakak ws mana? Kalo saya bukan org bws sih kak cuman ruma… https://t.co/mN42FKM7sE;0;user user user iya kak salam kenal yaa kakak ws mana kalo saya bukan org bws sih kak cuman ruma comn42fkm7se;['user', 'user', 'user', 'iya', 'kak', 'salam', 'kenal', 'yaa', 'kakak', 'ws', 'mana', 'kalo', 'saya', 'bukan', 'org', 'bws', 'sih', 'kak', 'cuman', 'ruma', 'comn42fkm7se'];['user', 'user', 'user', 'iya', 'kak', 'salam', 'kenal', 'yaa', 'kakak', 'ws', 'mana', 'kalo', 'saya', 'bukan', 'org', 'bws', 'sih', 'kak', 'cuman', 'ruma', 'comn42fkm7se'];user user user iya kak salam kenal yaa kakak ws mana kalo saya bukan org bws sih kak cuman ruma comn42fkm7se;user user user iya kak salam kenal yaa kakak ws mana kalo bukan org bws sih kak cuman ruma comn42fkm7se
42;42;2022-10-30 14:22:29+00:00;jerukbusukkkk;RT @AgusMagelangan: Ga tau aja tingkah orang-orang metropolitan yang mau bayar 300 ribu buat naik kebo dan nanam bibit padi dan bayar 250 r…;0;rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;rt user ga tau aja tingkah orang orang metropolitan mau bayar number ribu buat naik kebo nanam bibit padi bayar number
43;43;2022-10-30 14:22:17+00:00;FaridArgi;RT @AgusMagelangan: Ga tau aja tingkah orang-orang metropolitan yang mau bayar 300 ribu buat naik kebo dan nanam bibit padi dan bayar 250 r…;0;rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];['rt', 'user', 'ga', 'tau', 'aja', 'tingkah', 'orang', 'orang', 'metropolitan', 'yang', 'mau', 'bayar', 'number', 'ribu', 'buat', 'naik', 'kebo', 'dan', 'nanam', 'bibit', 'padi', 'dan', 'bayar', 'number'];rt user ga tau aja tingkah orang orang metropolitan yang mau bayar number ribu buat naik kebo dan nanam bibit padi dan bayar number;rt user ga tau aja tingkah orang orang metropolitan mau bayar number ribu buat naik kebo nanam bibit padi bayar number
44;44;2022-10-30 14:22:12+00:00;detikcom;Polisi menghentikan konser 'Berdendang Bergoyang' di Istora Senayan setelah puluhan orang pingsan. Hal ini terjadi… https://t.co/K0zqRK7OA4;0;polisi menghentikan konser berdendang bergoyang di istora senayan setelah puluhan orang pingsan hal ini terjadi cok0zqrk7oa4;['polisi', 'menghentikan', 'konser', 'berdendang', 'bergoyang', 'di', 'istora', 'senayan', 'setelah', 'puluhan', 'orang', 'pingsan', 'hal', 'ini', 'terjadi', 'cok0zqrk7oa4'];['polisi', 'menghentikan', 'konser', 'berdendang', 'bergoyang', 'di', 'istora', 'senayan', 'setelah', 'puluhan', 'orang', 'pingsan', 'hal', 'ini', 'terjadi', 'cok0zqrk7oa4'];polisi menghentikan konser berdendang bergoyang di istora senayan setelah puluhan orang pingsan hal ini terjadi cok0zqrk7oa4;polisi henti konser dendang goyang istora senayan puluh orang pingsan ini jadi cok0zqrk7oa4
45;45;2022-10-30 14:22:08+00:00;chisan0809;@marsudin23 @detikcom dan mati dengan maksiat;0;user user dan mati dengan maksiat;['user', 'user', 'dan', 'mati', 'dengan', 'maksiat'];['user', 'user', 'dan', 'mati', 'dengan', 'maksiat'];user user dan mati dengan maksiat;user user mati maksiat
46;46;2022-10-30 14:21:58+00:00;ferryuntunggg;@centuryJKT48 @nindydwis @detikcom Malu ga bang?;0;user user user malu ga bang;['user', 'user', 'user', 'malu', 'ga', 'bang'];['user', 'user', 'user', 'malu', 'ga', 'bang'];user user user malu ga bang;user user user malu ga bang
47;47;2022-10-30 14:21:45+00:00;lvrslsr;RT @funkybukkyo: @detikcom @detik_jatim Makanya yang dibutuhkan adalah communal space, area umum bersama, bukan mall;0;rt user user user makanya yang dibutuhkan adalah communal space area umum bersama bukan mall;['rt', 'user', 'user', 'user', 'makanya', 'yang', 'dibutuhkan', 'adalah', 'communal', 'space', 'area', 'umum', 'bersama', 'bukan', 'mall'];['rt', 'user', 'user', 'user', 'makanya', 'yang', 'dibutuhkan', 'adalah', 'communal', 'space', 'area', 'umum', 'bersama', 'bukan', 'mall'];rt user user user makanya yang dibutuhkan adalah communal space area umum bersama bukan mall;rt user user user makanya butuh communal space area umum sama bukan mall
48;48;2022-10-30 14:21:41+00:00;redbexn;RT @satuduatiggga: @detikcom @detik_jatim uda miskin kyk binatang lagi, astaghfiruallah;0;rt user user user uda miskin kyk binatang lagi astaghfiruallah;['rt', 'user', 'user', 'user', 'uda', 'miskin', 'kyk', 'binatang', 'lagi', 'astaghfiruallah'];['rt', 'user', 'user', 'user', 'uda', 'miskin', 'kyk', 'binatang', 'lagi', 'astaghfiruallah'];rt user user user uda miskin kyk binatang lagi astaghfiruallah;rt user user user uda miskin kyk binatang astaghfiruallah
49;49;2022-10-30 14:21:41+00:00;piyopikavet;"RT @lantip: sementara di sini, yg mestinya bertanggungjawab malah fun football. 

para petinggi kita memang belum genap belajar adab :|";1;rt user sementara di sini yg mestinya bertanggungjawab malah fun football para petinggi kita memang belum genap belajar adab sad;['rt', 'user', 'sementara', 'di', 'sini', 'yg', 'mestinya', 'bertanggungjawab', 'malah', 'fun', 'football', 'para', 'petinggi', 'kita', 'memang', 'belum', 'genap', 'belajar', 'adab', 'sad'];['rt', 'user', 'sementara', 'di', 'sini', 'yg', 'mestinya', 'bertanggungjawab', 'malah', 'fun', 'football', 'para', 'petinggi', 'kita', 'memang', 'belum', 'genap', 'belajar', 'adab', 'sad'];rt user sementara di sini yg mestinya bertanggungjawab malah fun football para petinggi kita memang belum genap belajar adab sad;rt user di sini yg mesti bertanggungjawab malah fun football petinggi memang genap ajar adab sad
50;50;2022-10-30 14:21:33+00:00;SyahdanLobe;"@detikcom Dan pbNU sering menuduh yang tak ""jalan"" dengan faham radikal. Apa bedanya kamu sama Wahabi?";0;user dan pbnu sering menuduh yang tak jalan dengan faham radikal apa bedanya kamu sama wahabi;['user', 'dan', 'pbnu', 'sering', 'menuduh', 'yang', 'tak', 'jalan', 'dengan', 'faham', 'radikal', 'apa', 'bedanya', 'kamu', 'sama', 'wahabi'];['user', 'dan', 'pbnu', 'sering', 'menuduh', 'yang', 'tak', 'jalan', 'dengan', 'faham', 'radikal', 'apa', 'bedanya', 'kamu', 'sama', 'wahabi'];user dan pbnu sering menuduh yang tak jalan dengan faham radikal apa bedanya kamu sama wahabi;user pbnu sering tuduh tak jalan faham radikal apa beda kamu sama wahabi
51;51;2022-10-30 14:21:32+00:00;Arthamilli2111;@detikcom Eh sya malah masih bingung ini mas mas or mbak mbak serius nanya soale suara ber ubah ubah😊;0;user eh sya malah masih bingung ini mas mas or mbak mbak serius nanya soale suara ber ubah ubah;['user', 'eh', 'sya', 'malah', 'masih', 'bingung', 'ini', 'mas', 'mas', 'or', 'mbak', 'mbak', 'serius', 'nanya', 'soale', 'suara', 'ber', 'ubah', 'ubah'];['user', 'eh', 'sya', 'malah', 'masih', 'bingung', 'ini', 'mas', 'mas', 'or', 'mbak', 'mbak', 'serius', 'nanya', 'soale', 'suara', 'ber', 'ubah', 'ubah'];user eh sya malah masih bingung ini mas mas or mbak mbak serius nanya soale suara ber ubah ubah;user eh sya malah bingung mas mas or mbak mbak serius nanya soale suara ber ubah ubah
52;52;2022-10-30 14:21:29+00:00;PineksoRoyi1;@detikcom Ya Allah...aktor2x jaman dulu bertumbangan sudah...😭😭😭;0;user ya allah aktor2x jaman dulu bertumbangan sudah;['user', 'ya', 'allah', 'aktor2x', 'jaman', 'dulu', 'bertumbangan', 'sudah'];['user', 'ya', 'allah', 'aktor2x', 'jaman', 'dulu', 'bertumbangan', 'sudah'];user ya allah aktor2x jaman dulu bertumbangan sudah;user allah aktor2x jaman dulu tumbang
53;53;2022-10-30 14:21:29+00:00;HasilnyaNol;@detikcom @detik_jatim sini gw ajak loe min liat org kota metik daun teh dipuncak/dibandung, atau mau milih metik s… https://t.co/CWJNN3bwIl;0;user user sini gw ajak loe min liat org kota metik daun teh dipuncak dibandung atau mau milih metik cocwjnn3bwil;['user', 'user', 'sini', 'gw', 'ajak', 'loe', 'min', 'liat', 'org', 'kota', 'metik', 'daun', 'teh', 'dipuncak', 'dibandung', 'atau', 'mau', 'milih', 'metik', 'cocwjnn3bwil'];['user', 'user', 'sini', 'gw', 'ajak', 'loe', 'min', 'liat', 'org', 'kota', 'metik', 'daun', 'teh', 'dipuncak', 'dibandung', 'atau', 'mau', 'milih', 'metik', 'cocwjnn3bwil'];user user sini gw ajak loe min liat org kota metik daun teh dipuncak dibandung atau mau milih metik cocwjnn3bwil;user user sini gw ajak loe min liat org kota metik daun teh puncak bandung mau milih metik cocwjnn3bwil
54;54;2022-10-30 14:21:27+00:00;ekamey36;@detikcom Inalilahiwainalilahirojiun.. Semoga amal ibadah nya di terima di sisih allah swt. Aamiin;0;user inalilahiwainalilahirojiun semoga amal ibadah nya di terima di sisih allah swt aamiin;['user', 'inalilahiwainalilahirojiun', 'semoga', 'amal', 'ibadah', 'nya', 'di', 'terima', 'di', 'sisih', 'allah', 'swt', 'aamiin'];['user', 'inalilahiwainalilahirojiun', 'semoga', 'amal', 'ibadah', 'nya', 'di', 'terima', 'di', 'sisih', 'allah', 'swt', 'aamiin'];user inalilahiwainalilahirojiun semoga amal ibadah nya di terima di sisih allah swt aamiin;user inalilahiwainalilahirojiun moga amal ibadah nya terima sisih allah swt aamiin
55;55;2022-10-30 14:21:15+00:00;tyaraga;RT @heyylennon: Warga Jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang. Mereka menyebutnya healing.;0;rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];['rt', 'user', 'warga', 'jakarta', 'heboh', 'saat', 'melihat', 'sawah', 'dan', 'pisang', 'goreng', 'di', 'kopi', 'klotok', 'kaliurang', 'mereka', 'menyebutnya', 'healing'];rt user warga jakarta heboh saat melihat sawah dan pisang goreng di kopi klotok kaliurang mereka menyebutnya healing;rt user warga jakarta heboh lihat sawah pisang goreng kopi klotok kaliurang sebut healing
56;56;2022-10-30 14:21:13+00:00;nnurulamalia;"RT @lantip: sementara di sini, yg mestinya bertanggungjawab malah fun football. 

para petinggi kita memang belum genap belajar adab :|";1;rt user sementara di sini yg mestinya bertanggungjawab malah fun football para petinggi kita memang belum genap belajar adab sad;['rt', 'user', 'sementara', 'di', 'sini', 'yg', 'mestinya', 'bertanggungjawab', 'malah', 'fun', 'football', 'para', 'petinggi', 'kita', 'memang', 'belum', 'genap', 'belajar', 'adab', 'sad'];['rt', 'user', 'sementara', 'di', 'sini', 'yg', 'mestinya', 'bertanggungjawab', 'malah', 'fun', 'football', 'para', 'petinggi', 'kita', 'memang', 'belum', 'genap', 'belajar', 'adab', 'sad'];rt user sementara di sini yg mestinya bertanggungjawab malah fun football para petinggi kita memang belum genap belajar adab sad;rt user di sini yg mesti bertanggungjawab malah fun football petinggi memang genap ajar adab sad
57;57;2022-10-30 14:20:58+00:00;detikcom;Kenikmatan seseorang dalam bercinta sering dikonotasikan pada orgasme. Jika kesulitan mendapatkannya, cobalah cara-… https://t.co/PSHGePTNje;0;kenikmatan seseorang dalam bercinta sering dikonotasikan pada orgasme jika kesulitan mendapatkannya cobalah cara copshgeptnje;['kenikmatan', 'seseorang', 'dalam', 'bercinta', 'sering', 'dikonotasikan', 'pada', 'orgasme', 'jika', 'kesulitan', 'mendapatkannya', 'cobalah', 'cara', 'copshgeptnje'];['kenikmatan', 'seseorang', 'dalam', 'bercinta', 'sering', 'dikonotasikan', 'pada', 'orgasme', 'jika', 'kesulitan', 'mendapatkannya', 'cobalah', 'cara', 'copshgeptnje'];kenikmatan seseorang dalam bercinta sering dikonotasikan pada orgasme jika kesulitan mendapatkannya cobalah cara copshgeptnje;nikmat orang cinta sering konotasi orgasme sulit dapat coba cara copshgeptnje
58;58;2022-10-30 14:20:57+00:00;detikcom;Seorang balita di Probolinggo meninggal usai diserang kawanan tawon di dekat rumahnya padahal ia tidak turut mengus… https://t.co/rUmeo9L74a;0;seorang balita di probolinggo meninggal usai diserang kawanan tawon di dekat rumahnya padahal ia tidak turut mengus corumeo9l74a;['seorang', 'balita', 'di', 'probolinggo', 'meninggal', 'usai', 'diserang', 'kawanan', 'tawon', 'di', 'dekat', 'rumahnya', 'padahal', 'ia', 'tidak', 'turut', 'mengus', 'corumeo9l74a'];['seorang', 'balita', 'di', 'probolinggo', 'meninggal', 'usai', 'diserang', 'kawanan', 'tawon', 'di', 'dekat', 'rumahnya', 'padahal', 'ia', 'tidak', 'turut', 'mengus', 'corumeo9l74a'];seorang balita di probolinggo meninggal usai diserang kawanan tawon di dekat rumahnya padahal ia tidak turut mengus corumeo9l74a;orang balita probolinggo tinggal usai serang kawan tawon dekat rumah padahal tidak turut kus corumeo9l74a
59;59;2022-10-30 14:20:44+00:00;donna_francy;@detikcom Siapa dito mahendra ini?serius nanya.maap ga tau..;0;user siapa dito mahendra ini serius nanya maap ga tau;['user', 'siapa', 'dito', 'mahendra', 'ini', 'serius', 'nanya', 'maap', 'ga', 'tau'];['user', 'siapa', 'dito', 'mahendra', 'ini', 'serius', 'nanya', 'maap', 'ga', 'tau'];user siapa dito mahendra ini serius nanya maap ga tau;user siapa dito mahendra serius nanya maap ga tau
60;60;2022-10-30 14:20:44+00:00;nnurulamalia;RT @detikcom: Malam Halloween di Itaewon, Seoul, Korea Selatan, berubah jadi mencekam saat ratusan orang tewas dalam kerumunan pesta. Presi…;0;rt user malam halloween di itaewon seoul korea selatan berubah jadi mencekam saat ratusan orang tewas dalam kerumunan pesta presi;['rt', 'user', 'malam', 'halloween', 'di', 'itaewon', 'seoul', 'korea', 'selatan', 'berubah', 'jadi', 'mencekam', 'saat', 'ratusan', 'orang', 'tewas', 'dalam', 'kerumunan', 'pesta', 'presi'];['rt', 'user', 'malam', 'halloween', 'di', 'itaewon', 'seoul', 'korea', 'selatan', 'berubah', 'jadi', 'mencekam', 'saat', 'ratusan', 'orang', 'tewas', 'dalam', 'kerumunan', 'pesta', 'presi'];rt user malam halloween di itaewon seoul korea selatan berubah jadi mencekam saat ratusan orang tewas dalam kerumunan pesta presi;rt user malam halloween itaewon seoul korea selatan ubah jadi cekam ratus orang tewas kerumun pesta pres
61;61;2022-10-30 14:20:43+00:00;liasalisa;makanya pake googlemap biar nggak nyasar https://t.co/AKbvPiVkSV;0;makanya pake googlemap biar nggak nyasar coakbvpivksv;['makanya', 'pake', 'googlemap', 'biar', 'nggak', 'nyasar', 'coakbvpivksv'];['makanya', 'pake', 'googlemap', 'biar', 'nggak', 'nyasar', 'coakbvpivksv'];makanya pake googlemap biar nggak nyasar coakbvpivksv;makanya pake googlemap biar nyasar coakbvpivksv
62;62;2022-10-30 14:20:32+00:00;NgambisShitpost;RT @sasaran_empuk: @detikcom @detik_jatim Nah gini dong gak usah pake initial, segala tukang ngentot paksa jangan pake initial kalau perlu…;0;rt user user user nah gini dong gak usah pake initial segala tukang ngentot paksa jangan pake initial kalau perlu;['rt', 'user', 'user', 'user', 'nah', 'gini', 'dong', 'gak', 'usah', 'pake', 'initial', 'segala', 'tukang', 'ngentot', 'paksa', 'jangan', 'pake', 'initial', 'kalau', 'perlu'];['rt', 'user', 'user', 'user', 'nah', 'gini', 'dong', 'gak', 'usah', 'pake', 'initial', 'segala', 'tukang', 'ngentot', 'paksa', 'jangan', 'pake', 'initial', 'kalau', 'perlu'];rt user user user nah gini dong gak usah pake initial segala tukang ngentot paksa jangan pake initial kalau perlu;rt user user user nah gin dong gak usah pake initial segala tukang ngentot paksa jangan pake initial kalau perlu
63;63;2022-10-30 14:20:31+00:00;nugrohorofil86;RT @maman1965: Orang kota juga tingkahnya lucu kalau ke desa naik kerbau, tanam padi dan panjat pohon. Rela2in bayar ratusan ribu per orang…;0;rt user orang kota juga tingkahnya lucu kalau ke desa naik kerbau tanam padi dan panjat pohon rela2in bayar ratusan ribu per orang;['rt', 'user', 'orang', 'kota', 'juga', 'tingkahnya', 'lucu', 'kalau', 'ke', 'desa', 'naik', 'kerbau', 'tanam', 'padi', 'dan', 'panjat', 'pohon', 'rela2in', 'bayar', 'ratusan', 'ribu', 'per', 'orang'];['rt', 'user', 'orang', 'kota', 'juga', 'tingkahnya', 'lucu', 'kalau', 'ke', 'desa', 'naik', 'kerbau', 'tanam', 'padi', 'dan', 'panjat', 'pohon', 'rela2in', 'bayar', 'ratusan', 'ribu', 'per', 'orang'];rt user orang kota juga tingkahnya lucu kalau ke desa naik kerbau tanam padi dan panjat pohon rela2in bayar ratusan ribu per orang;rt user orang kota tingkah lucu kalau desa naik kerbau tanam padi panjat pohon rela2in bayar ratus ribu per orang
64;64;2022-10-30 14:20:03+00:00;iskymell;Masyaallah 🥹🫡 https://t.co/2uysD6U0KQ;0;masyaallah co2uysd6u0kq;['masyaallah', 'co2uysd6u0kq'];['masyaallah', 'co2uysd6u0kq'];masyaallah co2uysd6u0kq;masyaallah co2uysd6u0kq
65;65;2022-10-30 14:20:01+00:00;eunikero;"RT @lantip: sementara di sini, yg mestinya bertanggungjawab malah fun football. 

para petinggi kita memang belum genap belajar adab :|";1;rt user sementara di sini yg mestinya bertanggungjawab malah fun football para petinggi kita memang belum genap belajar adab sad;['rt', 'user', 'sementara', 'di', 'sini', 'yg', 'mestinya', 'bertanggungjawab', 'malah', 'fun', 'football', 'para', 'petinggi', 'kita', 'memang', 'belum', 'genap', 'belajar', 'adab', 'sad'];['rt', 'user', 'sementara', 'di', 'sini', 'yg', 'mestinya', 'bertanggungjawab', 'malah', 'fun', 'football', 'para', 'petinggi', 'kita', 'memang', 'belum', 'genap', 'belajar', 'adab', 'sad'];rt user sementara di sini yg mestinya bertanggungjawab malah fun football para petinggi kita memang belum genap belajar adab sad;rt user di sini yg mesti bertanggungjawab malah fun football petinggi memang genap ajar adab sad
66;66;2022-10-30 14:20:00+00:00;Peonny___;@detikcom Ini teh dia lagi bercanda dong sama buibu 😭;0;user ini teh dia lagi bercanda dong sama buibu;['user', 'ini', 'teh', 'dia', 'lagi', 'bercanda', 'dong', 'sama', 'buibu'];['user', 'ini', 'teh', 'dia', 'lagi', 'bercanda', 'dong', 'sama', 'buibu'];user ini teh dia lagi bercanda dong sama buibu;user teh lagi canda dong sama buibu
67;67;2022-10-30 14:19:58+00:00;AriefLucky4;"RT @okkymadasari: Saya akan ikut dlm barisan yg melawan kalau sampai event seperti HijrahFest &amp; HijabFest dilarang. 

Jangan sampai pemerin…";0;rt user saya akan ikut dlm barisan yg melawan kalau sampai event seperti hijrahfest hijabfest dilarang jangan sampai pemerin;['rt', 'user', 'saya', 'akan', 'ikut', 'dlm', 'barisan', 'yg', 'melawan', 'kalau', 'sampai', 'event', 'seperti', 'hijrahfest', 'hijabfest', 'dilarang', 'jangan', 'sampai', 'pemerin'];['rt', 'user', 'saya', 'akan', 'ikut', 'dlm', 'barisan', 'yg', 'melawan', 'kalau', 'sampai', 'event', 'seperti', 'hijrahfest', 'hijabfest', 'dilarang', 'jangan', 'sampai', 'pemerin'];rt user saya akan ikut dlm barisan yg melawan kalau sampai event seperti hijrahfest hijabfest dilarang jangan sampai pemerin;rt user akan ikut dlm baris yg lawan kalau event hijrahfest hijabfest larang jangan pemerin
